Trial Type, Money Option, Item Option, Trial Options, Choice 1, Choice 1 RT, Choice 2, Choice 2 RT, Decision Rating , Selected Option Rating, PostChoiceRT, Computer Response, Choosing For
1,1.5,12,..\..\JOCN-master\task a\images\mini_cheese_nips.jpg ..\..\JOCN-master\task a\images\austin_choco creme_choc cookies.jpg ..\..\JOCN-master\task a\images\haribo_gold_bears.jpg ..\..\JOCN-master\task a\images\planters_honey roasted_peanuts.jpg ..\..\JOCN-master\task a\images\lance_van-o_cookies.jpg ..\..\JOCN-master\task a\images\m&m's_peanut_butter.jpg ..\..\JOCN-master\task a\images\baked_cheetos_crunchy.jpg ..\..\JOCN-master\task a\images\garden_veggie straws_zesty ranch.jpg ..\..\JOCN-master\task a\images\planters_salted_peanuts.jpg ..\..\JOCN-master\task a\images\nabisco_nutter butter_cookies and crackers.jpg ..\..\JOCN-master\task a\images\sun chips_french onion_chips.jpg ..\..\JOCN-master\task a\images\jacklinks_beef_steak.jpg,12,0.797748485929,..\..\JOCN-master\task a\images\haribo_gold_bears.jpg,2.83293901314,5,7,3.01047786622,0,1
5,0.5,2,..\..\JOCN-master\task a\images\special_k_cracker_chips.jpg ..\..\JOCN-master\task a\images\nestle_crunch_bar.jpg,2,2.49660970236,..\..\JOCN-master\task a\images\nestle_crunch_bar.jpg,1.58091253717,5,6,2.67401564692,0,2
6,0.5,6,0.5 1.75 1.0 1.5,0.5,1.29669163731,$1.75,1.23235829396,5,7,2.54538973887,0,2
3,1.0,12,..\..\JOCN-master\task a\images\basils_duplex_sandwich_cremes.jpg ..\..\JOCN-master\task a\images\annie's_honey_bunny_grahams.jpg ..\..\JOCN-master\task a\images\quaker_chewy_chocolate chip.jpg ..\..\JOCN-master\task a\images\emerald_cashews.jpg ..\..\JOCN-master\task a\images\belvita_banana_bread.jpg ..\..\JOCN-master\task a\images\lance_captain_wafers_with_honey_and_pb.JPG ..\..\JOCN-master\task a\images\planters_salted_cashews.jpg ..\..\JOCN-master\task a\images\kind_almond_butter.jpg ..\..\JOCN-master\task a\images\haribo_gold_bears.jpg ..\..\JOCN-master\task a\images\nature_valley_sweet_and_salty.jpg ..\..\JOCN-master\task a\images\kashi_chocolate almond _bars.jpg ..\..\JOCN-master\task a\images\kitkat_crisp wafers_milk choc.jpg,12,6.04131491855e-06,..\..\JOCN-master\task a\images\kind_almond_butter.jpg,1.28377578221e-05,n/a,n/a,,1,1
6,0.5,2,..\..\JOCN-master\task a\images\pirates booty_aged white cheddar_ corn puffs.jpg ..\..\JOCN-master\task a\images\hersheys_milk choc_almond.jpg,2,1.20823616919,..\..\JOCN-master\task a\images\hersheys_milk choc_almond.jpg,1.74675695883,5,6,2.61274561629,0,2
7,1.0,2,1.0 1.5,1.0,6.41884980723e-06,$1.5,4.15340764448e-06,n/a,n/a,,1,2
6,1.75,6,..\..\JOCN-master\task a\images\brookside_fruit and nut_bar.jpg ..\..\JOCN-master\task a\images\snickers_almond_bar.jpg ..\..\JOCN-master\task a\images\kettle_original.jpg ..\..\JOCN-master\task a\images\milkyway_orginal_candy.jpg ..\..\JOCN-master\task a\images\keebler_vanilla_sugar_wafers.jpg ..\..\JOCN-master\task a\images\welch's_white_grape_raspberry.jpg,6,0.763916871801,..\..\JOCN-master\task a\images\welch's_white_grape_raspberry.jpg,1.20357115887,5,6,2.59413466044,0,2
4,1.75,3,..\..\JOCN-master\task a\images\fiber one_lemon_ bar.jpg ..\..\JOCN-master\task a\images\homefree_chocolatechip_minicookies.jpg ..\..\JOCN-master\task a\images\quaker_chewy_peanut butter choc chip.jpg,3,1.35929440148e-05,..\..\JOCN-master\task a\images\homefree_chocolatechip_minicookies.jpg,1.05722574517e-05,n/a,n/a,,1,1
5,1.0,6,..\..\JOCN-master\task a\images\emerald_cashews.jpg ..\..\JOCN-master\task a\images\planters_honey roasted_peanuts.jpg ..\..\JOCN-master\task a\images\barnum's_animal_crackers.jpg ..\..\JOCN-master\task a\images\popchips_sea_salt.jpg ..\..\JOCN-master\task a\images\welch's_mixed fruit_fruit snacks.jpg ..\..\JOCN-master\task a\images\baked_ruffles_cheddar &sour.JPG,6,0.805719970958,..\..\JOCN-master\task a\images\barnum's_animal_crackers.jpg,2.04000883538,4,6,2.27812108258,0,2
5,1.5,3,..\..\JOCN-master\task a\images\fritos_original_corn chips.jpg ..\..\JOCN-master\task a\images\fiber one_oats and choc_chewy bar.jpg ..\..\JOCN-master\task a\images\quaker_chewy_dark choc chunk.jpg,3,1.06360310223,..\..\JOCN-master\task a\images\quaker_chewy_dark choc chunk.jpg,1.40827015147,4,6,2.31217886758,0,2
1,0.75,3,..\..\JOCN-master\task a\images\poptarts_brown_sugar.jpg ..\..\JOCN-master\task a\images\garden_veggie straws_sea salt.jpg ..\..\JOCN-master\task a\images\nabisco_nutter butter_bites.jpg,3,1.32970465632,..\..\JOCN-master\task a\images\poptarts_brown_sugar.jpg,1.34725838609,5,6,2.2096385042,0,1
5,1.5,2,0.5 1.5 1.0 0.75,1.5,1.19725045684,$1.5,2.18154347461,5,5,2.75886408606,0,2
6,1.75,2,1.25 0.5 1.5 1.75,1.75,0.980997870443,$1.75,1.66550044558,5,6,2.3267565057,0,2
1,1.5,2,..\..\JOCN-master\task a\images\keebler_chips_deluxe.jpg ..\..\JOCN-master\task a\images\krave_jerky_original.jpg,2,1.16391460632,..\..\JOCN-master\task a\images\keebler_chips_deluxe.jpg,1.06925812934,6,6,2.32998406608,0,1
2,1.5,2,..\..\JOCN-master\task a\images\belvita_banana_bread.jpg ..\..\JOCN-master\task a\images\combos_cheddar cheese_pretzel.jpg,2,0.931276902673,..\..\JOCN-master\task a\images\belvita_banana_bread.jpg,1.3299436649,5,6,2.33435531863,0,1
6,0.5,3,..\..\JOCN-master\task a\images\annie's_honey_bunny_grahams.jpg ..\..\JOCN-master\task a\images\sun chips_garden salsa_chips.jpg ..\..\JOCN-master\task a\images\boulder_kettle_olive_oil.jpg,3,1.79730482853,..\..\JOCN-master\task a\images\annie's_honey_bunny_grahams.jpg,1.55913216836,5,6,3.1919594176,0,2
8,1.5,2,1.5 0.5,1.5,6.04125671089e-06,$1.5,4.15340764448e-06,n/a,n/a,,1,2
3,1.25,12,..\..\JOCN-master\task a\images\nestle_crunch_bar.jpg ..\..\JOCN-master\task a\images\emerald_dark_chocolate_almonds.jpg ..\..\JOCN-master\task a\images\haribo_gold_bears.jpg ..\..\JOCN-master\task a\images\austin_lemon ohs_lemon cookies.jpg ..\..\JOCN-master\task a\images\nestle_butterfinger_cups.jpg ..\..\JOCN-master\task a\images\nabisco_nutter butter_cookies and crackers.jpg ..\..\JOCN-master\task a\images\skinny_pop_popcorn.jpg ..\..\JOCN-master\task a\images\fig_newtons.jpg ..\..\JOCN-master\task a\images\lays_classic_potato chips.jpg ..\..\JOCN-master\task a\images\homefree_chocolatechip_minicookies.jpg ..\..\JOCN-master\task a\images\doritos_nacho cheesier_chips.jpg ..\..\JOCN-master\task a\images\sun chips_french onion_chips.jpg,12,6.41884980723e-06,..\..\JOCN-master\task a\images\sun chips_french onion_chips.jpg,1.0194722563e-05,n/a,n/a,,1,1
6,1.0,12,..\..\JOCN-master\task a\images\famous_amos_chocolate_chip.jpg ..\..\JOCN-master\task a\images\kind_dark_chocolate.jpg ..\..\JOCN-master\task a\images\walkers_highlander_shortbread.jpg ..\..\JOCN-master\task a\images\pringles_cheddar_potato crisps.jpg ..\..\JOCN-master\task a\images\pepperidge farms-goldish-cheddar.jpg ..\..\JOCN-master\task a\images\belvita_blueberry.JPG ..\..\JOCN-master\task a\images\basils_duplex_sandwich_cremes.jpg ..\..\JOCN-master\task a\images\nature_valley_sweet_and_salty.jpg ..\..\JOCN-master\task a\images\this_popcorn_is_awesome_popcorn.jpg ..\..\JOCN-master\task a\images\m&m's_peanut.jpg ..\..\JOCN-master\task a\images\barnum's_animal_crackers.jpg ..\..\JOCN-master\task a\images\cheez itz_original.jpg,12,0.879927428963,..\..\JOCN-master\task a\images\belvita_blueberry.JPG,2.19244574162,6,6,2.02893778979,0,2
2,0.5,12,..\..\JOCN-master\task a\images\annie's_chocolate_chip_bunny_grahams.jpg ..\..\JOCN-master\task a\images\lance_captain_wafers_with_honey_and_pb.JPG ..\..\JOCN-master\task a\images\fig_newtons.jpg ..\..\JOCN-master\task a\images\popchips_barbeque.jpg ..\..\JOCN-master\task a\images\grandmas_oatmeal raisin_cookies.jpg ..\..\JOCN-master\task a\images\chips_ahoy_thin_crisps.jpg ..\..\JOCN-master\task a\images\ritz_toasted_chips.jpg ..\..\JOCN-master\task a\images\keebler_elfin_cookies.jpg ..\..\JOCN-master\task a\images\kars_all_energy.jpg ..\..\JOCN-master\task a\images\krave_jerky_original.jpg ..\..\JOCN-master\task a\images\cheez-it_white_cheddar.JPG ..\..\JOCN-master\task a\images\emerald_cashews.jpg,12,0.782414931047,..\..\JOCN-master\task a\images\fig_newtons.jpg,2.29453376331,5,6,2.44603502436,0,1
1,1.75,6,1.75 1.25 1.5 1.0,1.75,1.26422535529,$1.75,0.96671134705,5,6,2.32949623174,0,1
8,1.5,12,..\..\JOCN-master\task a\images\austin_vanilla creme_vanilla cookies.jpg ..\..\JOCN-master\task a\images\kettle_original.jpg ..\..\JOCN-master\task a\images\clif_z_bar.jpg ..\..\JOCN-master\task a\images\lance_toast_cheese_with_pb.JPG ..\..\JOCN-master\task a\images\pringles_sour cream and onion_potato crisps.jpg ..\..\JOCN-master\task a\images\belvita_golden_oats.JPG ..\..\JOCN-master\task a\images\sourpatchkids_original_candy.jpg ..\..\JOCN-master\task a\images\popchips_ridges_cheddar_sourcream.jpg ..\..\JOCN-master\task a\images\fiber one_lemon_ bar.jpg ..\..\JOCN-master\task a\images\jacklinks_small_batch.jpg ..\..\JOCN-master\task a\images\nature valley_oats and honey_crunchy.jpg ..\..\JOCN-master\task a\images\grandmas_oatmeal raisin_cookies.jpg,12,6.04125671089e-06,..\..\JOCN-master\task a\images\fiber one_lemon_ bar.jpg,1.01946643554e-05,n/a,n/a,,1,2
6,1.25,6,..\..\JOCN-master\task a\images\skittles_darkside_candy.jpg ..\..\JOCN-master\task a\images\ct_crunch_cereal_bar.jpg ..\..\JOCN-master\task a\images\baked_ruffles_cheddar &sour.JPG ..\..\JOCN-master\task a\images\doritos_cool ranch_chips.jpg ..\..\JOCN-master\task a\images\kettle_salt_pepper.jpg ..\..\JOCN-master\task a\images\cheetos_crunchy_chips.jpg,6,0.864689779643,..\..\JOCN-master\task a\images\ct_crunch_cereal_bar.jpg,1.85578378214,5,6,3.14445862471,0,2
5,1.75,3,..\..\JOCN-master\task a\images\kellogg's_rice krispies_orignal.jpg ..\..\JOCN-master\task a\images\basil_vanilla.jpg ..\..\JOCN-master\task a\images\boulder_kettle_olive_oil.jpg,3,1.64718664571,..\..\JOCN-master\task a\images\kellogg's_rice krispies_orignal.jpg,1.29209421395,5,6,2.2794241138,0,2
7,1.5,3,..\..\JOCN-master\task a\images\barnum's_animal_crackers.jpg ..\..\JOCN-master\task a\images\snickers_almond_bar.jpg ..\..\JOCN-master\task a\images\grandma's_peanut butter_cookies.jpg,3,6.41890801489e-06,..\..\JOCN-master\task a\images\barnum's_animal_crackers.jpg,1.20826298371e-05,n/a,n/a,,1,2
1,0.5,2,0.5 1.75 0.75,0.5,0.96388062404,$1.75,1.31560843362,5,6,2.16110389511,0,1
3,0.75,6,..\..\JOCN-master\task a\images\ct_crunch_cereal_bar.jpg ..\..\JOCN-master\task a\images\this_popcorn_is_awesome_crushed_pepper.jpg ..\..\JOCN-master\task a\images\cheez-it_white_cheddar.JPG ..\..\JOCN-master\task a\images\welch's_berry.jpg ..\..\JOCN-master\task a\images\kind_dark_chocolate.jpg ..\..\JOCN-master\task a\images\kettle_bbq.jpg,6,7.17403599992e-06,..\..\JOCN-master\task a\images\ct_crunch_cereal_bar.jpg,1.28377578221e-05,n/a,n/a,,1,1
1,0.5,2,..\..\JOCN-master\task a\images\boulder_kettle_sea_salt.jpg ..\..\JOCN-master\task a\images\lance_captain_wafers_with_honey_and_pb.JPG,2,1.61474868224,..\..\JOCN-master\task a\images\lance_captain_wafers_with_honey_and_pb.JPG,1.34168416128,4,6,2.37553012342,0,1
7,1.0,6,..\..\JOCN-master\task a\images\nabisco_oreo_mini.jpg ..\..\JOCN-master\task a\images\grandmas_vanilla sandwhich creme_cookies.jpg ..\..\JOCN-master\task a\images\pirates booty_aged white cheddar_ corn puffs.jpg ..\..\JOCN-master\task a\images\eatrageous_bbq.jpg ..\..\JOCN-master\task a\images\sunchips_harvest cheddar_chips.jpg ..\..\JOCN-master\task a\images\kettle_bbq.jpg,6,5.66366361454e-06,..\..\JOCN-master\task a\images\pirates booty_aged white cheddar_ corn puffs.jpg,1.35928858072e-05,n/a,n/a,,1,2
5,1.25,12,..\..\JOCN-master\task a\images\annie's_chocolate_bunny_grahams.jpg ..\..\JOCN-master\task a\images\nature_valley_sweet_and_salty.jpg ..\..\JOCN-master\task a\images\austin_peanut_butter.jpg ..\..\JOCN-master\task a\images\lance_van-o_cookies.jpg ..\..\JOCN-master\task a\images\grandma's_peanut butter_cookies.jpg ..\..\JOCN-master\task a\images\grandmas_chocolate chip_cookies.jpg ..\..\JOCN-master\task a\images\quaker_chewy_chocolate chip.jpg ..\..\JOCN-master\task a\images\welch's_berry.jpg ..\..\JOCN-master\task a\images\hersheys_milk choc_almond.jpg ..\..\JOCN-master\task a\images\ritz_toasted_chips.jpg ..\..\JOCN-master\task a\images\belvita_golden_oats.JPG ..\..\JOCN-master\task a\images\basils_duplex_sandwich_cremes.jpg,12,1.37770800921,..\..\JOCN-master\task a\images\welch's_berry.jpg,1.26526332484,5,6,2.54190127016,0,2
7,0.5,3,..\..\JOCN-master\task a\images\sun chips_original_chips.jpg ..\..\JOCN-master\task a\images\mini_fudge_stripes.jpg ..\..\JOCN-master\task a\images\grandma's_peanut butter_cookies.jpg,3,6.79650111124e-06,..\..\JOCN-master\task a\images\sun chips_original_chips.jpg,1.05722574517e-05,n/a,n/a,,1,2
2,1.25,6,..\..\JOCN-master\task a\images\nature valley_oats and honey_crunchy.jpg ..\..\JOCN-master\task a\images\grandmas_vanilla sandwhich creme_cookies.jpg ..\..\JOCN-master\task a\images\hersey_milk_chocolate.jpg ..\..\JOCN-master\task a\images\quaker_chewy_peanut butter choc chip.jpg ..\..\JOCN-master\task a\images\nestle_butterfinger_cups.jpg ..\..\JOCN-master\task a\images\emerald_dark_chocolate_almonds.jpg,6,0.779414296674,..\..\JOCN-master\task a\images\hersey_milk_chocolate.jpg,1.93455317093,5,6,3.48160615307,0,1
5,1.5,3,..\..\JOCN-master\task a\images\poptarts_brown_sugar.jpg ..\..\JOCN-master\task a\images\lance_toast_cheese_with_pb.JPG ..\..\JOCN-master\task a\images\boulder_kettle_olive_oil.jpg,3,1.36397615197,..\..\JOCN-master\task a\images\poptarts_brown_sugar.jpg,1.35925677005,4,5,2.21483816887,0,2
2,0.5,3,..\..\JOCN-master\task a\images\jacklinks_beef_steak.jpg ..\..\JOCN-master\task a\images\nature_valley_sweet_and_salty.jpg ..\..\JOCN-master\task a\images\clif_z_bar.jpg,3,1.06451911316,..\..\JOCN-master\task a\images\clif_z_bar.jpg,1.83550580719,5,5,2.72343870351,0,1
3,1.75,3,1.75 1.5,1.75,6.41884980723e-06,$1.5,3.39822145179e-06,n/a,n/a,,1,1
5,1.0,2,..\..\JOCN-master\task a\images\cascadian_farm_granola.jpg ..\..\JOCN-master\task a\images\krave_jerky_original.jpg,2,1.59704014444,..\..\JOCN-master\task a\images\cascadian_farm_granola.jpg,1.04529119027,4,5,3.34394738037,0,2
5,0.5,12,..\..\JOCN-master\task a\images\welch's_berry.jpg ..\..\JOCN-master\task a\images\milkyway_orginal_candy.jpg ..\..\JOCN-master\task a\images\mini_cheese_nips.jpg ..\..\JOCN-master\task a\images\starburst_verry berry_candy.jpg ..\..\JOCN-master\task a\images\cloverhill_cheese_danish.jpg ..\..\JOCN-master\task a\images\austin_vanilla creme_vanilla cookies.jpg ..\..\JOCN-master\task a\images\kars_raisin_almond_cashew_mix.jpg ..\..\JOCN-master\task a\images\homefree_chocolatechip_minicookies.jpg ..\..\JOCN-master\task a\images\nutrigrain_blueberry_bar.jpg ..\..\JOCN-master\task a\images\popchips_sour_cream_and_onion.jpg ..\..\JOCN-master\task a\images\hersheys_milk choc_almond.jpg ..\..\JOCN-master\task a\images\popchips_ridges_cheddar_sourcream.jpg,12,0.998086420703,..\..\JOCN-master\task a\images\welch's_berry.jpg,1.30382300523,4,5,2.47888945945,0,2
1,1.25,6,..\..\JOCN-master\task a\images\skittles_wild berry_candy.jpg ..\..\JOCN-master\task a\images\belvita_golden_oats.JPG ..\..\JOCN-master\task a\images\kar's_sweet'n spicy_mix.jpg ..\..\JOCN-master\task a\images\popchips_ridges_tangy_bbq.jpg ..\..\JOCN-master\task a\images\lance_captain_wafers_with_honey_and_pb.JPG ..\..\JOCN-master\task a\images\special_k_cracker_chips.jpg,6,1.01358195773,..\..\JOCN-master\task a\images\kar's_sweet'n spicy_mix.jpg,n/a,6,5,n/a,1,1
2,0.5,3,..\..\JOCN-master\task a\images\cheetos_crunchy_chips.jpg ..\..\JOCN-master\task a\images\lance_captain_wafers_with_honey_and_pb.JPG ..\..\JOCN-master\task a\images\stonyfield_fruit_snacks.jpg,3,1.21818504477,..\..\JOCN-master\task a\images\stonyfield_fruit_snacks.jpg,1.263473592,4,5,3.04461078974,0,1
7,1.75,2,..\..\JOCN-master\task a\images\poptarts_strawberry_frosted.jpg ..\..\JOCN-master\task a\images\m&m's_milk_chocholate.jpg,2,5.6637218222e-06,..\..\JOCN-master\task a\images\poptarts_strawberry_frosted.jpg,9.06194327399e-06,n/a,n/a,,1,2
2,1.25,2,1.25 0.5 1.0 0.75 1.5 1.75,1.25,0.847964084533,$1.25,1.415523478,4,5,2.37876108201,0,1
3,1.0,2,..\..\JOCN-master\task a\images\chips_ahoy_thin_crisps.jpg ..\..\JOCN-master\task a\images\homefree_doublechocolatechip_minicookies.jpg,2,6.04125671089e-06,..\..\JOCN-master\task a\images\homefree_doublechocolatechip_minicookies.jpg,1.28376996145e-05,n/a,n/a,,1,1
2,1.0,6,..\..\JOCN-master\task a\images\poptarts_brown_sugar.jpg ..\..\JOCN-master\task a\images\this_popcorn_is_awesome_popcorn.jpg ..\..\JOCN-master\task a\images\basils_lemon.jpg ..\..\JOCN-master\task a\images\kind_almond_butter.jpg ..\..\JOCN-master\task a\images\fiber one_chocolate fudge_ brownie.jpg ..\..\JOCN-master\task a\images\kars_all_energy.jpg,6,1.19679094112,..\..\JOCN-master\task a\images\poptarts_brown_sugar.jpg,1.66559672868,5,5,2.22898121155,0,1
5,1.75,3,1.0 1.25 0.5 1.75 1.5 0.75,1.75,0.930608584662,$1.25,1.99826954736,4,5,2.2305383546,0,2
7,1.0,3,..\..\JOCN-master\task a\images\cliff_chocolate chip_bar.jpg ..\..\JOCN-master\task a\images\slim_jim.jpg ..\..\JOCN-master\task a\images\skittles_sour_candy.jpg,3,6.41884980723e-06,..\..\JOCN-master\task a\images\slim_jim.jpg,9.06194327399e-06,n/a,n/a,,1,2
7,0.5,12,0.5 0.75 1.5 1.0,0.5,7.17403599992e-06,$0.75,3.39822145179e-06,n/a,n/a,,1,2
8,1.0,2,1.75 0.5 1.25 1.5 1.0 0.75,1.0,6.41884980723e-06,$1.0,3.77581454813e-06,n/a,n/a,,1,2
7,0.75,6,1.0 0.75,0.75,7.92916398495e-06,$0.75,4.53094253317e-06,n/a,n/a,,1,2
1,1.25,6,..\..\JOCN-master\task a\images\krave_jerky_black_cherry_bbq.jpg ..\..\JOCN-master\task a\images\jacklinks_beef_stick.jpg ..\..\JOCN-master\task a\images\fig_newtons.jpg ..\..\JOCN-master\task a\images\skittles_sour_candy.jpg ..\..\JOCN-master\task a\images\baked_lays_barbeque.jpg ..\..\JOCN-master\task a\images\kellogg's_rice krispies_orignal.jpg,6,1.37997689203,..\..\JOCN-master\task a\images\skittles_sour_candy.jpg,1.62031799858,4,5,2.75598503265,0,1
1,1.0,12,..\..\JOCN-master\task a\images\emerald_cashews.jpg ..\..\JOCN-master\task a\images\krave_jerky_original.jpg ..\..\JOCN-master\task a\images\cheetos_crunchy_chips.jpg ..\..\JOCN-master\task a\images\planters_salted_cashews.jpg ..\..\JOCN-master\task a\images\skittles_sour_candy.jpg ..\..\JOCN-master\task a\images\clif_z_bar.jpg ..\..\JOCN-master\task a\images\chex mix_original_traditional.jpg ..\..\JOCN-master\task a\images\nestle_butterfinger_bar.jpg ..\..\JOCN-master\task a\images\jacklinks_beef_jerky_original.jpg ..\..\JOCN-master\task a\images\belvita_golden_oats.JPG ..\..\JOCN-master\task a\images\jacklinks_beef_stick.jpg ..\..\JOCN-master\task a\images\oreo_thin_crisps.jpg,12,1.7305674284,..\..\JOCN-master\task a\images\jacklinks_beef_stick.jpg,2.02663416957,5,5,2.71332633554,0,1
8,1.5,3,..\..\JOCN-master\task a\images\austin_cheddar cheese_cheese cracker.jpg ..\..\JOCN-master\task a\images\boulder_kettle_hickory_bbq.jpg ..\..\JOCN-master\task a\images\homefree_chocolatechip_minicookies.jpg,3,6.04131491855e-06,..\..\JOCN-master\task a\images\boulder_kettle_hickory_bbq.jpg,1.20825716294e-05,n/a,n/a,,1,2
4,1.75,12,1.75 1.25,1.75,6.04131491855e-06,$1.75,3.77575634047e-06,n/a,n/a,,1,1
1,1.25,12,..\..\JOCN-master\task a\images\barnum's_animal_crackers.jpg ..\..\JOCN-master\task a\images\haribo_gold_bears.jpg ..\..\JOCN-master\task a\images\reeses_peanut butter cups_milk choc.jpg ..\..\JOCN-master\task a\images\nestle_butterfinger_cups.jpg ..\..\JOCN-master\task a\images\chips_ahoy_thin_crisps.jpg ..\..\JOCN-master\task a\images\planters_salted_cashews.jpg ..\..\JOCN-master\task a\images\belvita_golden_oats.JPG ..\..\JOCN-master\task a\images\snickers_milk chocolate_candy bar.jpg ..\..\JOCN-master\task a\images\this_popcorn_is_awesome_crushed_pepper.jpg ..\..\JOCN-master\task a\images\nabisco_nutter butter_cookies and crackers.jpg ..\..\JOCN-master\task a\images\garden_veggie straws_sea salt.jpg ..\..\JOCN-master\task a\images\ct_crunch_cereal_bar.jpg,12,0.646669360111,..\..\JOCN-master\task a\images\haribo_gold_bears.jpg,1.34924521606,5,5,2.63850266574,0,1
8,1.0,2,1.5 1.25 0.5 1.0,1.0,6.04131491855e-06,$1.25,4.15334943682e-06,n/a,n/a,,1,2
2,1.75,2,1.75 1.25 1.0 0.75 1.5 0.5,1.75,1.5631477398,$1.75,1.5654940267,5,5,2.89497742068,0,1
5,0.5,12,..\..\JOCN-master\task a\images\garden_veggie straws_zesty ranch.jpg ..\..\JOCN-master\task a\images\ct_crunch_cereal_bar.jpg ..\..\JOCN-master\task a\images\planters_salted_peanuts.jpg ..\..\JOCN-master\task a\images\doritos_nacho cheesier_chips.jpg ..\..\JOCN-master\task a\images\pringles_cheddar_potato crisps.jpg ..\..\JOCN-master\task a\images\cloverhill_cheese_danish.jpg ..\..\JOCN-master\task a\images\welch's_white_grape_raspberry.jpg ..\..\JOCN-master\task a\images\skittles_wild berry_candy.jpg ..\..\JOCN-master\task a\images\lance_van-o_cookies.jpg ..\..\JOCN-master\task a\images\emerald_natural_almonds.jpg ..\..\JOCN-master\task a\images\doritos_cool ranch_chips.jpg ..\..\JOCN-master\task a\images\chips_ahoy_thin_crisps.jpg,12,1.53042357013,..\..\JOCN-master\task a\images\welch's_white_grape_raspberry.jpg,1.50760447659,5,5,2.39737505856,0,2
2,1.25,3,1.75 1.25 1.0 1.5,1.25,1.29776585463,$1.75,1.11618877528,5,5,2.29631632206,0,1
7,1.5,3,1.5 0.5,1.5,6.04131491855e-06,$0.5,4.15334943682e-06,n/a,n/a,,1,2
8,1.75,12,..\..\JOCN-master\task a\images\doritos_nacho cheesier_chips.jpg ..\..\JOCN-master\task a\images\jacklinks_small_batch.jpg ..\..\JOCN-master\task a\images\nature_valley_sweet_and_salty.jpg ..\..\JOCN-master\task a\images\emerald_dark_chocolate_almonds.jpg ..\..\JOCN-master\task a\images\nuture valley_crunchy_bar.jpg ..\..\JOCN-master\task a\images\austin_peanut_butter.jpg ..\..\JOCN-master\task a\images\boulder_kettle_olive_oil.jpg ..\..\JOCN-master\task a\images\quaker_chewy_chocolate chip.jpg ..\..\JOCN-master\task a\images\keebler_chips delux_cookies_crackers.jpg ..\..\JOCN-master\task a\images\snickers_milk chocolate_candy bar.jpg ..\..\JOCN-master\task a\images\keebler_chips_deluxe.jpg ..\..\JOCN-master\task a\images\grandmas_vanilla sandwhich creme_cookies.jpg,12,5.6637218222e-06,..\..\JOCN-master\task a\images\austin_peanut_butter.jpg,1.0194722563e-05,n/a,n/a,,1,2
1,0.5,2,0.5 1.0,0.5,1.22895327059,$1.0,1.29925994168,5,5,2.37875013211,0,1
6,1.75,6,..\..\JOCN-master\task a\images\keebler_cheese_and_peanut_butter.jpg ..\..\JOCN-master\task a\images\lance_choc-o_cookies.jpg ..\..\JOCN-master\task a\images\nature valley_oats and honey_crunchy.jpg ..\..\JOCN-master\task a\images\skittles_darkside_candy.jpg ..\..\JOCN-master\task a\images\nutrigrain_apple cinnamon_bar.jpg ..\..\JOCN-master\task a\images\lance_toast_cheese_with_pb.JPG,6,1.11397766235,..\..\JOCN-master\task a\images\skittles_darkside_candy.jpg,1.3918049871,5,5,2.84632425127,0,2
6,1.5,12,..\..\JOCN-master\task a\images\jacklinks_beef_stick.jpg ..\..\JOCN-master\task a\images\boulder_kettle_sea_salt.jpg ..\..\JOCN-master\task a\images\baked_cheetos_crunchy.jpg ..\..\JOCN-master\task a\images\lance_toasty_with_pb.jpg ..\..\JOCN-master\task a\images\this_popcorn_is_awesome_crushed_pepper.jpg ..\..\JOCN-master\task a\images\barnum's_animal_crackers.jpg ..\..\JOCN-master\task a\images\annie's_cheddar_bunnies.jpg ..\..\JOCN-master\task a\images\kellogg's_rice krispies_orignal.jpg ..\..\JOCN-master\task a\images\larabar_cashew_cookie_bar.jpg ..\..\JOCN-master\task a\images\keebler_elfin_cookies.jpg ..\..\JOCN-master\task a\images\pringles_cheddar_potato crisps.jpg ..\..\JOCN-master\task a\images\austin_peanut butter_cheese cracker.jpg,12,1.39666822733,..\..\JOCN-master\task a\images\jacklinks_beef_stick.jpg,1.92003481294,4,5,3.4825134796,0,2
2,1.25,2,1.0 1.25 0.75,1.25,1.51345471293,$1.25,1.99845758261,5,6,2.94684531272,0,1
1,0.5,3,1.5 1.0 0.5,0.5,1.94638353144,$1.5,1.38204301399,4,5,3.11218453129,0,1
1,0.75,2,..\..\JOCN-master\task a\images\milkyway_orginal_candy.jpg ..\..\JOCN-master\task a\images\popchips_ridges_tangy_bbq.jpg,2,2.09698501759,..\..\JOCN-master\task a\images\milkyway_orginal_candy.jpg,1.61067194276,4,5,2.37512535683,0,1
